WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000210049,2017-12-19 02:16:01,1201 North 15th Street  San Jose  CA  USA,,95112,At 1201 N. 15th Street behind the Extra Storage there is extensive dumping on the sidewalk that has spilled onto the street.  The street is blocked with mattresses  shopping carts  and pallets.   This is an illegal encampment by homeless people that were moved just a couple of weeks ago from across the street - and took up residence on the other side!  The garbage at this site has become a road hazard.   There is also a 2nd spot along N. 15th street near the back driveway to Extra Storage where another homeless encampment has taken over the sidewalk with pallets  etc.,37.365245,-121.893837,Unknown,2,16,2017,12,19,1
WO-0000416777,2015-01-10 19:55:45,On tuers rd.at kitchener cir,,95121,2 bags of trash on tuers rd.at kitchener cir,37.291591,-121.818433,Unknown,19,55,2015,1,10,5
WO-0000458310,2016-10-13 23:46:57,2683 Sand Point Dr  San Jose  CA 95148  USA,,95148,This is the second time the same vehicle under License plate# 8E08835 had dumped their trash at the same exact location. Vehicle can be located on Britt way street on the right side which is down the block from where the trash was dumped.,37.325493,-121.805124,Garbage and Debris,23,46,2016,10,13,3
WO-0000175519,2020-10-20 17:37:38,2000 Mount Pleasant Road  San Jose  California 95148  United States,,95148,2 chairs dumped on Mt Pleasant Road between Pleasant Row Ct & Pleasant Echo Dr.,37.347424,-121.792366,Garbage and Debris,17,37,2020,10,20,1
WO-0000329169,2017-01-02 03:38:18,1604 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. Its license number is 6tiy589. Hey government workers! Time to get to work. I’m proud of you for closing my requests – even on the weekend. I hope these provide an additional opportunity for you! Please address the RV that’s on the RV at Husted and Booksin. What happened to the commitment that Laura Wells made? Why doesn’t Jim Ortbal return my phone calls? Can’t Bernie Rosales or Michael Garcia show any initiative?,37.273944,-121.903189,Unknown,3,38,2017,1,2,0
WO-0000330953,2020-06-29 20:01:06,641 South 3rd Street  San Jose  California 95112  United States,,95112,Trash between freeway supports,37.327339,-121.881218,Garbage and Debris,20,1,2020,6,29,0
WO-0000417609,2020-06-17 01:21:19,2505 Chant Ct  San Jose  CA 95122  USA,,95122,Trash left on the sidewalk. Near 2505 Chanut Ct.,37.347977,-121.828161,Garbage and Debris,1,21,2020,6,17,2
WO-0000393159,2015-04-21 13:00:56,597 Queens Ln  San Jose  CA 95112  USA,,95112,Someone trash on street,37.371071,-121.902551,Unknown,13,0,2015,4,21,1
WO-0000027112,2016-12-08 11:09:24,1449 Shortridge Ave,,95116,couch and cushions on road,37.348797,-121.862136,Unknown,11,9,2016,12,8,3
WO-0000058295,2021-09-30 15:57:23,2320-2398 Hopeton Ave  San Jose  CA 95122  USA,,95122,brown leather sofa on street,37.316773,-121.836673,Unknown,15,57,2021,9,30,3
WO-0000182315,2019-06-05 17:46:27,990 S Capitol Ave,,95127,Debris on the street,37.3521,-121.826858,Unknown,17,46,2019,6,5,2
WO-0000008702,2015-02-22 21:06:37,1520 E Capitol Expy,,95121,at Silerver creek mobile home; Rp states dumping all the time; wood and large garbage bags  filled,37.302618,-121.814595,Unknown,21,6,2015,2,22,6
WO-0000302826,2015-08-18 02:30:31,4660 Albany Drive  San Jose  California 95129  United States,,95129,Sofa dumped on sidewalk,37.320805,-121.984146,Unknown,2,30,2015,8,18,1
WO-0000107843,2019-01-12 04:13:19,2652 Glen Loman Way  San Jose  CA 95148  USA,,95148,Illegal dumping at the corner of Glen Hanleigh Drive 95148 and 2652 Glen Loman Way. Side of Glen Hanleigh Drive,37.328899,-121.809708,Unknown,4,13,2019,1,12,5
WO-0000092776,2017-06-12 15:10:49,3933 Monterey Rd  San Jose  CA 95111  USA,,95136,Piles of trash along Monterey Rd between Fehren and Capitol Expressway.  This is a health hazard.  This is also an ongoing issue.  The issue may be with local residents as well as with the homeless.  Please pickup.  Thank you.,37.280309,-121.838384,Unknown,15,10,2017,6,12,0
WO-0000333053,2018-11-25 02:03:57,2907 Rose Avenue  San Jose  California 95127  United States,,95127,Old tire in street on Rose Ave at102 Colonade Square,37.362411,-121.831586,Other,2,3,2018,11,25,6
WO-0000409412,2015-03-06 16:36:25,997 Felipe Ave  San Jose  CA 95122  USA,,95122,Olinder,37.336645,-121.850677,Garbage and Debris,16,36,2015,3,6,4
WO-0000461348,2018-05-08 05:08:20,1711 Salamoni Ct,,95133,Bags of garbage,37.36997,-121.871893,Garbage and Debris,5,8,2018,5,8,1
WO-0000212595,2016-10-20 14:05:26,4366 Senter Road  San Jose  CA  USA,,95111,workout gear  bench  bags  misc.  Is located off to the side in the triangle of dirt  like a small frontage road at a curve in Senter road,37.278157,-121.82301,Unknown,14,5,2016,10,20,3
WO-0000358177,2016-04-06 15:25:50,1775 Crucero Dr  San Jose  CA 95122  USA,,95122,Sofa and mattress,37.327388,-121.843029,Mattress,15,25,2016,4,6,2
WO-0000344588,2021-05-04 05:30:24,1604 Koch Ln  San Jose  CA 95125  USA,,95125,How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 35 000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it. What happened to the commitment that Laura Wells made? Why doesn’t Jim Ortbal return my phone calls? Can’t Bernie Rosales or Michael Garcia show any initiative?,37.273996,-121.903251,Unknown,5,30,2021,5,4,1
WO-0000305398,2016-05-19 19:41:06,3016 Nieman Blvd  San Jose  CA 95148  USA,,95148,Large pile of bikes next to 3016 Nieman blvd,37.315136,-121.804413,Unknown,19,41,2016,5,19,3
WO-0000191301,2017-07-17 08:16:19,2090 Senter Road  San Jose  California 95112  United States,,95112,A lot of trash right next to the bus stop,37.311986,-121.851598,Unknown,8,16,2017,7,17,0
WO-0000304113,2021-06-10 00:37:24,1607 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done.,37.274282,-121.90364,Unknown,0,37,2021,6,10,3
WO-0000333759,2021-04-08 18:30:19,1533 State Street  San Jose  California 95002  United States,,95002,Across from 1517 state street,37.431598,-121.968387,Furniture,18,30,2021,4,8,3
WO-0000098416,2015-07-01 08:01:40,Eden Park Pl  San Jose  CA 95138  USA,,95138,It’s at the end of the street  behind a barricade. It’s a popular place for dumping.,37.24995,-121.775238,Garbage and Debris,8,1,2015,7,1,2
WO-0000076032,2015-07-13 19:18:59,Santa Teresa Boulevard  San Jose  CA 95139,,95139,Suitcase  door  misc.,37.219524,-121.761566,Garbage and Debris,19,18,2015,7,13,0
WO-0000007468,2020-08-18 09:28:09,virginia and locust,,95110,alley #1 from virginia to oak btwn vine & locust s/d,37.321154,-121.88663,Unknown,9,28,2020,8,18,1
WO-0000082681,2015-06-19 21:57:28,1985-2071 McLaughlin Ave,,95122,bag of clothes near Dudash Ct,37.320501,-121.841646,Garbage and Debris,21,57,2015,6,19,4
WO-0000377200,2016-10-01 03:45:59,300 Grant St  San Jose  CA 95110  USA,,95110,Trash,37.323354,-121.888467,Unknown,3,45,2016,10,1,5
WO-0000342954,2016-07-12 15:33:57,1604 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.273934,-121.903256,Unknown,15,33,2016,7,12,1
WO-0000331331,2019-09-15 08:45:43,3726 McLaughlin Avenue  San Jose  California 95121  United States,,95121,TV on sidewalk,37.294773,-121.814934,Electronic Waste,8,45,2019,9,15,6
WO-0000025377,2015-08-29 03:12:37,134 San Salvador St,,95112,1 piece of (unknown) furniture,37.331098,-121.883307,Unknown,3,12,2015,8,29,5
WO-0000317798,2018-04-16 20:34:14,1613 Koch Ln  San Jose  CA 95125  USA,,95125,How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 14 000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it.,37.274081,-121.904103,Unknown,20,34,2018,4,16,0
WO-0000297797,2017-04-01 18:44:46,953 Branham Lane  San Jose  California 95136  United States,,95136,Illegal dumping of wooden furniture on sidewalk.,37.264982,-121.869442,Furniture,18,44,2017,4,1,5
WO-0000469540,2021-05-29 06:24:27,Coyote Road & Archcove Court  San Jose  CA  USA,,95111,Between Archglen and Archgrove in Coyote,37.269822,-121.797795,Unknown,6,24,2021,5,29,5
WO-0000419781,2015-08-16 15:18:15,5438 Cahalan Ave  San Jose  CA 95123  USA,,95123,queen mattress & Box spring,37.253544,-121.846021,Mattress,15,18,2015,8,16,6
WO-0000310453,2020-12-02 14:05:18,1607 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. Its license number is 6tiy589. Hey government workers! Time to get to work. I’m proud of you for closing my requests – even on the weekend. I hope these provide an additional opportunity for you! Please address the graffiti that’s on the RV at Husted and Booksin.,37.274282,-121.90364,Unknown,14,5,2020,12,2,2
WO-0000393643,2021-12-02 03:43:28,826 Farm Dr,,95136,Furniture,37.279718,-121.870959,Furniture,3,43,2021,12,2,3
WO-0000238991,2016-12-17 23:14:44,3069 Park Lane  San Jose  California 95127  United States,,95127,Dumping,37.347372,-121.811361,Garbage and Debris,23,14,2016,12,17,5
WO-0000201451,2017-08-05 23:42:51,758 Daffodil Way,,95117,Abandoned Shopping Cart,37.313377,-121.970906,Unknown,23,42,2017,8,5,5
WO-0000018409,2018-12-21 22:07:44,Magliocco Dr and Huff Ave,,95128,tv on sidewalk,37.313131,-121.948762,Electronic Waste,22,7,2018,12,21,4
WO-0000377003,2017-11-11 03:58:52,831 S 5th St  San Jose  CA 95112  USA,,95112,5th and Martha,37.325261,-121.876842,Unknown,3,58,2017,11,11,5
WO-0000469796,2020-06-25 06:36:15,4112 Amos Way,,95135,General debris,37.308205,-121.775351,Garbage and Debris,6,36,2020,6,25,3
WO-0000228427,2020-12-25 01:55:29,1000 East Santa Clara Street  San Jose  California 95116  United States,,95116,Trash,37.345563,-121.870478,Unknown,1,55,2020,12,25,4
WO-0000270966,2018-04-27 11:16:59,1600 Las Plumas Ave,,95133,Pile of yard waste out front at the curb & gutter.,37.359077,-121.869559,Yard Waste,11,16,2018,4,27,4
WO-0000066489,2020-06-27 04:07:47,1576-1598 Four Oaks Rd  San Jose  CA 95131  USA,,95131,4 Piles of yard trimmings left by City after branch was cut down several weeks ago.,37.393505,-121.875805,Other,4,7,2020,6,27,5
WO-0000337806,2018-09-18 18:09:50,696 S 11th St  San Jose  CA 95112  USA,,95112,Furniture and mattresses dumped at 696 South 11th Street.,37.330831,-121.872113,Unknown,18,9,2018,9,18,1
WO-0000127776,2018-11-13 16:57:12,3920 Tuers Rd,,95121,1/2 gallon paint,37.289425,-121.815929,Hazardous Waste,16,57,2018,11,13,1
WO-0000328876,2018-02-05 22:31:00,3845 Blackford Avenue  San Jose  California 95117  United States,,95117,At corner of Blackford Ave and Rebecca Way,37.314549,-121.969145,Garbage and Debris,22,31,2018,2,5,0
WO-0000103180,2021-11-13 22:44:15,2883-2887  Senter Road  San Jose  California  95111  United States,,95111,Large mattress on corner of Senter Road and Dadis Way,37.298552,-121.83877,Mattress,22,44,2021,11,13,5
WO-0000062221,2018-09-09 03:19:06,905 Peter Pan Avenue  San Jose  CA  United States,,95116,On the Cinderella Side 5 tires  lounge chair   cart full of garbage  mattress,37.349454,-121.832992,Garbage and Debris,3,19,2018,9,9,6
WO-0000181923,2019-02-14 06:37:02,778 S Almaden Ave  San Jose  CA 95110  USA,,95110,Chair and desk,37.322719,-121.884766,Furniture,6,37,2019,2,14,3
WO-0000217423,2015-02-01 10:55:46,1130 Bal Harbor Way  San Jose  California 95122  United States,,95122,Carts and clothing and more stuff,37.341328,-121.839879,Garbage and Debris,10,55,2015,2,1,6
WO-0000032454,2017-09-15 12:45:55,Duane St & State St,,95110,mattress,37.324494,-121.884584,Mattress,12,45,2017,9,15,4
WO-0000307062,2016-03-11 01:47:36,3151 Payne Avenue  San Jose  California 95117  United States,,95117,Pile of trash near walk way,37.301821,-121.951039,Garbage and Debris,1,47,2016,3,11,4
WO-0000015541,2018-09-07 14:16:21,Bascom Ave and Emory St,,95128,P-1  broken glass,37.329534,-121.93306,Garbage and Debris,14,16,2018,9,7,4
WO-0000185627,2018-02-20 11:19:39,612 Cree Dr  San Jose  CA 95123  USA,,95123,Twin size Bunk bed,37.232111,-121.831702,Furniture,11,19,2018,2,20,1
WO-0000192664,2018-06-24 00:15:23,1389 San Marcos Dr,,95132,Cabinet,37.396246,-121.864822,Furniture,0,15,2018,6,24,6
WO-0000327062,2017-02-08 09:48:46,265 Sorrento Way  San Jose  California 95119  United States,,95119,My previous report was closed because the dump site was already reported. The garbage is still there — will it be picked up?,37.235981,-121.797566,Unknown,9,48,2017,2,8,2
WO-0000179988,2018-11-13 04:10:02,655 S 34th St,,95116,1 refrigerator 2 shopping carts and garbage,37.34249,-121.851843,Garbage and Debris,4,10,2018,11,13,1
WO-0000431068,2019-06-15 08:01:14,Suncrest Avenue & Champagne Lane  San Jose  CA  USA,,95132,On the parks trip on Suncrest Ave between Champagne & Suncrest,37.397227,-121.843554,Garbage and Debris,8,1,2019,6,15,5
WO-0000456860,2020-09-03 11:06:47,3045 Rose Ave  San Jose  CA 95127  USA,,95127,Lyndale ave -tires   broken couch and car seats,37.363442,-121.829118,Garbage and Debris,11,6,2020,9,3,3
WO-0000462912,2016-01-22 23:19:32,Educational Park Drive,,95133,Debris,37.36668,-121.858755,Unknown,23,19,2016,1,22,4
WO-0000408207,2017-12-27 19:13:40,102 Helzer Rd  San Jose  CA 95136  USA,,95136,It’s behind the fence going down  where the cars going down across from The water company site.,37.283177,-121.864546,Other,19,13,2017,12,27,2
WO-0000042478,2019-08-15 06:45:17,s bascom & surrey,,95008,blue can  orange cone,37.27728,-121.932415,Garbage and Debris,6,45,2019,8,15,3
WO-0000149965,2019-04-06 09:55:12,3097 Melchester Dr  San Jose  CA 95132  USA,,95132,mattress  loveseat (or large chair) and microwave oven on space between street and sidewalk.,37.408089,-121.86422,Garbage and Debris,9,55,2019,4,6,5
WO-0000098003,2017-03-15 10:28:26,2221 Warfield Way  San Jose  California  95122  United States,,95122,Couch on the street,37.315208,-121.84391,Other,10,28,2017,3,15,2
WO-0000032245,2021-03-01 16:15:26,N 13th St & St John St,,95112,purple chair-,37.343575,-121.879237,Furniture,16,15,2021,3,1,0
WO-0000432970,2020-05-19 02:39:19,1000 Lincoln Ave  San Jose  CA 95125  USA,,95125,Lincoln and Coe Ave. shopping cart  tarps and garbage piled up on the side of the road,37.312513,-121.903651,Garbage and Debris,2,39,2020,5,19,1
WO-0000013519,2018-07-16 23:57:19,1075 Luther Ave,,95126,c/s Race St couch,37.328167,-121.910673,Unknown,23,57,2018,7,16,0
WO-0000403805,2017-09-18 01:02:34,224b N 27th St  San Jose  CA 95116  USA,,95116,Sofa and tree clippings,37.351586,-121.86805,Unknown,1,2,2017,9,18,0
WO-0000231653,2018-01-18 04:39:29,3202 Pumpherston Way  San Jose  California 95148  United States,,95148,This has growing in front of the home for at least weeks.,37.314864,-121.801239,Unknown,4,39,2018,1,18,3
WO-0000457105,2021-12-16 17:51:36,487 N 6th St  San Jose  CA 95112  USA,,95112,Lots of trash dumped here,37.346694,-121.891452,Unknown,17,51,2021,12,16,3
WO-0000422982,2018-05-21 14:23:43,1050 S Bascom Ave  San Jose  CA 95128  USA,,95128,It’s in the back. Was on the sidewalk. I have A photo of the boxes with the name and address of the people who left the garbage and boxes.,37.306831,-121.93134,Garbage and Debris,14,23,2018,5,21,0
WO-0000251758,2018-08-29 12:46:23,1694 E San Antonio St,,95116,Boxes of garbage and scattered clothes,37.349787,-121.852678,Garbage and Debris,12,46,2018,8,29,2
WO-0000214365,2016-09-13 00:17:31,N 4th & Washington,,95112,Shopping carts full of garbage  and parts of coffee table,37.344143,-121.89224,Unknown,0,17,2016,9,13,1
WO-0000145429,2021-12-25 06:19:54,Yerba Buena Road  San Jose  California 95121  United States,,95121,Abandoned shopping cart on sidewalk (two of them one block apart),37.297985,-121.795687,Unknown,6,19,2021,12,25,5
WO-0000393484,2019-04-14 00:55:02,67 S 9th St  San Jose  CA 95112  USA,,95112,67 S 9th St. Mattress  couch  coffee table  trash bag.,37.338955,-121.881278,Unknown,0,55,2019,4,14,6
WO-0000165146,2015-12-29 12:27:03,Canoas Gardens & Curtner,,95125,Near driveway for Jack in the box,37.29295,-121.874613,Garbage and Debris,12,27,2015,12,29,1
WO-0000039620,2021-10-15 04:35:27,1668-1698 Havana Dr,,95122,black bag,37.330891,-121.834688,Garbage and Debris,4,35,2021,10,15,4
WO-0000286676,2015-10-05 15:11:22,778 Vine St  San Jose  CA 95110  USA,,95110,Alley #7  Entrance @ Virginia  and Vine-one way street,37.322262,-121.885723,Unknown,15,11,2015,10,5,0
WO-0000078481,2021-04-16 21:26:04,2785-2787 Mervyns Way  San Jose  CA 95127,,95127,Mattress on the sidewalk. Resending this request because you guys closed it when the dumped mattress is still on the same location!,37.35376,-121.8278,Unknown,21,26,2021,4,16,4
WO-0000157111,2021-02-06 13:02:25,Randol St & Alameda,,95126,btwn Alameda & Morse yw,37.334595,-121.92038,Unknown,13,2,2021,2,6,5
WO-0000381437,2020-01-24 14:54:15,3575 Rowley Drive  San Jose  CA 95132  USA,,95132,Table and chair,37.415845,-121.85735,Unknown,14,54,2020,1,24,4
WO-0000359731,2019-03-22 16:28:35,9750 Monterey Rd,,95138,Mattresses & various debris Monterey Road & Bailey.  Please clean area belonging to city of San Jose.,37.191935,-121.712268,Unknown,16,28,2019,3,22,4
WO-0000134544,2020-06-02 10:16:34,1201 Nisich Dr  San Jose  CA 95122  USA,,95122,previously reported as 180709-000202.  at end of nisich court cul-de-sac on the tully road sidewalk looks like baby crib with some putrid garbage inside plastic bags.  smells like urine/feces or something like sewage or toxic.  should be removed before plastic bags rupture and spill the contents.,37.316956,-121.834287,Garbage and Debris,10,16,2020,6,2,1
WO-0000330019,2017-11-23 00:54:59,1604 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. What happened to the commitment that Laura Wells made? Why doesn’t Jim Ortbal return my phone calls? Can’t Bernie Rosales or Michael Garcia show any initiative?,37.273904,-121.903282,Unknown,0,54,2017,11,23,3
